gender,ip_address,transaction,type,value,date
Female,38.221.29.250,deposit,savings,630619.17,07-Oct-2019
Male,28.241.146.112,withdraw,savings,537530.34,16-Oct-2019
Male,13.118.226.167,deposit,checking,265642.0,01-Oct-2019
Male,143.170.85.227,withdraw,checking,111605.02,20-Oct-2019
Female,155.2.193.113,withdraw,checking,639889.06,17-Oct-2019
Female,150.161.39.194,withdraw,savings,27720.47,22-Oct-2019
Female,47.233.31.162,withdraw,savings,983521.16,03-Oct-2019
Male,141.42.222.217,deposit,checking,597315.0,15-Oct-2019
Male,98.216.37.189,withdraw,savings,637721.46,16-Oct-2019
Male,35.79.182.236,withdraw,savings,731060.29,01-Oct-2019
Male,160.2.122.188,withdraw,checking,500466.15,12-Oct-2019
Male,96.190.63.34,withdraw,checking,526022.98,07-Oct-2019
Male,152.218.211.238,deposit,checking,906027.02,18-Oct-2019
Male,204.133.176.83,withdraw,savings,434550.3,11-Oct-2019
Male,236.32.48.216,withdraw,checking,973090.47,24-Oct-2019
Female,101.45.241.233,withdraw,checking,574512.44,09-Oct-2019
Male,62.192.241.66,withdraw,checking,880439.55,15-Oct-2019
Male,229.212.47.180,withdraw,savings,924137.32,27-Oct-2019
Male,254.134.133.143,deposit,savings,502982.61,08-Oct-2019
Male,61.152.48.43,withdraw,savings,925377.0,19-Oct-2019
Male,149.184.136.28,withdraw,checking,655306.9,05-Oct-2019
Male,152.141.224.188,withdraw,checking,132304.1,17-Oct-2019
Female,215.155.20.134,deposit,checking,85099.23,11-Oct-2019
Male,213.195.193.167,deposit,checking,206252.39,10-Oct-2019
Male,113.95.158.198,deposit,savings,182938.46,02-Oct-2019
Female,12.141.178.226,withdraw,checking,496756.28,25-Oct-2019
Male,73.7.140.38,deposit,savings,652420.45,16-Oct-2019
Male,244.24.205.79,deposit,checking,932988.92,09-Oct-2019
Female,106.190.4.90,deposit,savings,255345.67,23-Oct-2019
Female,252.99.144.10,deposit,checking,461939.39,13-Oct-2019
Male,251.139.255.198,withdraw,savings,170710.38,05-Oct-2019
Female,3.164.146.200,deposit,savings,707590.29,02-Oct-2019
Male,229.144.142.45,withdraw,checking,777531.49,04-Oct-2019
Female,165.112.209.183,withdraw,savings,543108.59,07-Oct-2019
Female,31.170.100.92,withdraw,savings,775752.69,07-Oct-2019
Female,33.84.104.139,withdraw,checking,997546.89,09-Oct-2019
Male,123.169.220.193,deposit,checking,571783.68,04-Oct-2019
Male,173.175.217.134,deposit,checking,913402.0,23-Oct-2019
Male,4.20.126.179,deposit,checking,505076.97,13-Oct-2019
Female,129.102.233.22,withdraw,savings,163750.98,09-Oct-2019
Female,29.99.186.102,withdraw,savings,466160.29,06-Oct-2019
Male,72.56.250.116,withdraw,checking,628835.22,11-Oct-2019
Female,214.92.120.237,deposit,checking,112912.0,08-Oct-2019
Male,29.168.125.3,withdraw,savings,811725.79,10-Oct-2019
Male,159.201.71.102,deposit,checking,999260.35,26-Oct-2019
Male,44.147.59.213,withdraw,savings,460804.34,25-Oct-2019
Male,197.174.246.251,withdraw,savings,98557.23,28-Oct-2019
Male,136.134.208.12,withdraw,savings,583779.96,24-Oct-2019
Female,56.69.97.250,withdraw,checking,224515.74,01-Oct-2019
Female,48.173.122.129,deposit,savings,910633.73,09-Oct-2019
Male,208.70.255.222,deposit,checking,557924.87,14-Oct-2019
Male,227.70.179.214,withdraw,checking,873687.01,10-Oct-2019
Male,93.99.222.22,withdraw,checking,62357.41,15-Oct-2019
Male,199.37.0.127,deposit,savings,267891.9,05-Oct-2019
Male,218.75.179.206,withdraw,savings,989644.65,11-Oct-2019
Male,6.255.213.199,withdraw,checking,71969.98,04-Oct-2019
Female,189.176.166.98,deposit,savings,605414.58,20-Oct-2019
Female,24.194.154.171,withdraw,checking,24445.91,13-Oct-2019
Male,187.188.13.181,deposit,checking,685014.61,28-Oct-2019
Male,27.98.88.105,withdraw,savings,119828.07,23-Oct-2019
Female,55.70.155.102,deposit,savings,327618.16,06-Oct-2019
Male,223.83.41.252,deposit,checking,96517.98,03-Oct-2019
Male,160.146.32.227,deposit,savings,602336.29,27-Oct-2019
Male,73.203.170.159,withdraw,savings,911210.49,23-Oct-2019
Female,96.128.77.216,withdraw,checking,293500.52,16-Oct-2019
Female,83.131.160.246,withdraw,checking,379986.62,12-Oct-2019
Male,172.42.202.46,withdraw,savings,668229.1,14-Oct-2019
Male,94.209.0.89,withdraw,savings,913124.42,17-Oct-2019
Male,10.31.137.169,deposit,savings,404976.57,05-Oct-2019
Female,25.135.74.17,withdraw,checking,385231.55,03-Oct-2019
Female,83.167.3.29,withdraw,checking,437376.03,25-Oct-2019
Female,219.62.75.77,withdraw,savings,465589.31,20-Oct-2019
Male,39.168.80.3,deposit,checking,39949.35,10-Oct-2019
Female,204.91.127.64,withdraw,savings,688457.12,20-Oct-2019
Male,233.170.228.31,withdraw,checking,706198.71,20-Oct-2019
Male,191.56.0.106,deposit,savings,658815.74,12-Oct-2019
Male,225.7.176.228,withdraw,checking,477253.7,05-Oct-2019
Male,43.23.13.126,withdraw,savings,751939.31,14-Oct-2019
Male,174.42.121.72,withdraw,checking,330583.72,15-Oct-2019
Female,252.21.97.226,withdraw,savings,750832.51,27-Oct-2019
Female,82.21.116.207,deposit,checking,432537.58,08-Oct-2019
Female,206.155.199.121,withdraw,checking,747990.99,02-Oct-2019
Female,124.241.187.47,withdraw,checking,124595.58,16-Oct-2019
Female,26.133.105.199,deposit,checking,399286.24,10-Oct-2019
Female,249.108.222.136,withdraw,savings,195368.02,28-Oct-2019
Male,55.248.87.246,deposit,savings,174903.44,04-Oct-2019
Male,43.212.95.30,withdraw,checking,141935.12,16-Oct-2019
Male,88.151.182.130,withdraw,checking,514221.22,11-Oct-2019
Female,117.211.19.109,deposit,checking,251729.97,17-Oct-2019
Female,185.115.125.125,deposit,savings,315835.08,03-Oct-2019
Male,242.53.177.60,withdraw,savings,16454.4,25-Oct-2019
Male,58.201.243.110,withdraw,savings,840875.63,14-Oct-2019
Female,240.223.97.182,deposit,checking,897245.95,20-Oct-2019
Female,185.134.177.221,deposit,savings,371811.65,04-Oct-2019
Female,239.127.20.146,deposit,savings,910411.25,12-Oct-2019
Male,34.5.205.213,withdraw,checking,746102.76,18-Oct-2019
Female,8.9.16.9,deposit,savings,597683.31,25-Oct-2019
Female,146.13.47.161,withdraw,checking,249287.96,08-Oct-2019
Female,60.137.176.144,withdraw,savings,66238.19,25-Oct-2019
Female,127.51.102.73,withdraw,savings,203634.49,24-Oct-2019
Male,232.142.134.48,deposit,checking,72767.5,24-Oct-2019
Male,42.17.91.131,withdraw,checking,886916.74,14-Oct-2019
Male,209.8.30.68,deposit,checking,692935.71,13-Oct-2019
Male,188.104.140.63,withdraw,checking,458246.39,12-Oct-2019
Male,106.81.228.9,withdraw,checking,858339.46,27-Oct-2019
Female,40.14.101.121,deposit,savings,171386.28,28-Oct-2019
Female,85.6.142.252,withdraw,checking,806185.15,01-Oct-2019
Female,34.55.223.45,withdraw,savings,443869.1,12-Oct-2019
Female,11.100.135.28,withdraw,checking,845141.39,25-Oct-2019
Female,81.183.243.118,withdraw,checking,215992.52,07-Oct-2019
Male,174.142.1.144,deposit,savings,466792.11,03-Oct-2019
Male,14.178.213.135,deposit,checking,230186.15,20-Oct-2019
Male,249.16.72.29,withdraw,checking,119370.28,09-Oct-2019
Female,214.28.172.63,withdraw,checking,850465.92,28-Oct-2019
Male,167.64.239.194,withdraw,checking,70007.54,17-Oct-2019
Male,63.94.226.113,withdraw,checking,248968.33,10-Oct-2019
Male,37.211.79.224,deposit,savings,91441.45,23-Oct-2019
Female,63.146.186.57,withdraw,savings,468937.33,08-Oct-2019
Male,44.49.205.180,withdraw,checking,43448.45,10-Oct-2019
Male,227.40.18.46,withdraw,savings,687314.2,09-Oct-2019
Male,232.112.26.229,deposit,checking,368473.09,17-Oct-2019
Female,72.147.68.15,withdraw,checking,344502.5,06-Oct-2019
Male,165.100.52.114,deposit,savings,469143.97,05-Oct-2019
Male,245.13.228.103,withdraw,checking,719418.68,11-Oct-2019
Male,43.249.99.13,deposit,checking,675148.78,14-Oct-2019
Male,167.207.21.96,withdraw,checking,263513.42,23-Oct-2019
Male,152.217.27.30,withdraw,savings,151294.59,16-Oct-2019
Female,211.196.87.137,deposit,savings,271148.32,06-Oct-2019
Male,253.12.75.32,withdraw,savings,976182.84,16-Oct-2019
Female,168.123.197.154,withdraw,checking,127376.16,04-Oct-2019
Female,152.77.169.110,deposit,checking,356024.83,15-Oct-2019
Female,144.230.188.61,withdraw,savings,396839.86,04-Oct-2019
Male,185.240.211.6,withdraw,savings,789980.0,06-Oct-2019
Male,156.235.247.175,withdraw,checking,728263.71,21-Oct-2019
Female,224.49.193.229,withdraw,checking,395398.55,20-Oct-2019
Male,165.9.168.47,deposit,savings,655914.73,04-Oct-2019
Female,174.233.57.179,withdraw,checking,798314.87,03-Oct-2019
Female,11.63.199.203,withdraw,checking,564487.37,01-Oct-2019
Female,53.2.227.66,deposit,savings,272321.66,26-Oct-2019
Female,245.25.123.123,deposit,savings,831939.28,09-Oct-2019
Male,17.38.208.110,withdraw,checking,187091.07,22-Oct-2019
Male,191.201.237.115,withdraw,savings,330239.48,21-Oct-2019
Female,47.95.231.81,withdraw,checking,59210.08,22-Oct-2019
Female,197.46.50.111,deposit,savings,857000.26,16-Oct-2019
Male,94.173.121.184,withdraw,savings,67240.13,27-Oct-2019
Male,144.232.77.202,withdraw,savings,161123.74,20-Oct-2019
Female,82.124.86.219,withdraw,savings,624755.3,16-Oct-2019
Male,102.134.137.94,withdraw,checking,249890.04,11-Oct-2019
Female,168.116.45.48,withdraw,savings,344766.6,10-Oct-2019
Male,230.124.140.188,withdraw,checking,367689.15,26-Oct-2019
Male,114.189.94.77,withdraw,savings,618467.56,18-Oct-2019
Female,3.42.236.193,withdraw,savings,983190.06,11-Oct-2019
Female,161.106.161.69,withdraw,savings,507808.12,04-Oct-2019
Male,250.87.106.0,withdraw,checking,501950.02,08-Oct-2019
Male,168.25.131.139,withdraw,savings,170970.92,14-Oct-2019
Female,249.40.34.222,deposit,checking,174297.39,17-Oct-2019
Female,126.34.31.45,withdraw,checking,119838.1,02-Oct-2019
Female,223.127.52.99,withdraw,checking,639959.0,27-Oct-2019
Male,176.158.103.222,withdraw,savings,371715.35,13-Oct-2019
Female,72.47.60.81,withdraw,checking,934675.62,26-Oct-2019
Female,28.241.76.116,deposit,checking,288309.1,15-Oct-2019
Female,108.152.241.136,withdraw,checking,689737.02,27-Oct-2019
Male,92.97.223.23,deposit,savings,681221.93,18-Oct-2019
Female,78.90.212.141,deposit,savings,501677.35,06-Oct-2019
Female,226.136.106.25,withdraw,savings,412663.7,15-Oct-2019
Female,194.102.57.40,withdraw,checking,266212.19,06-Oct-2019
Male,95.246.252.161,deposit,savings,366964.43,25-Oct-2019
Female,154.232.166.148,deposit,checking,336375.56,04-Oct-2019
Female,93.230.185.89,withdraw,savings,314168.73,03-Oct-2019
Male,97.195.112.146,withdraw,checking,344143.16,18-Oct-2019
Male,84.61.174.107,withdraw,checking,636367.13,22-Oct-2019
Male,191.228.124.86,deposit,savings,95653.04,20-Oct-2019
Male,14.57.248.122,withdraw,savings,431844.84,19-Oct-2019
Male,169.189.166.120,withdraw,savings,652334.11,26-Oct-2019
Female,131.184.73.254,withdraw,checking,157349.39,01-Oct-2019
Male,82.119.86.15,deposit,checking,708303.06,05-Oct-2019
Male,133.203.110.30,withdraw,checking,69363.11,03-Oct-2019
Female,89.202.213.122,withdraw,savings,358932.62,20-Oct-2019
Male,145.181.198.137,withdraw,savings,166182.51,19-Oct-2019
Female,235.12.67.250,deposit,checking,766494.74,12-Oct-2019
Male,139.180.154.35,withdraw,checking,558589.03,23-Oct-2019
Male,147.150.245.95,withdraw,checking,763424.46,24-Oct-2019
Female,159.153.199.179,withdraw,checking,393317.66,25-Oct-2019
Male,34.187.132.126,withdraw,savings,456798.0,02-Oct-2019
Male,217.166.228.69,withdraw,checking,261809.72,03-Oct-2019
Female,225.206.104.11,withdraw,savings,33660.53,06-Oct-2019
Female,74.185.179.252,deposit,savings,329697.74,06-Oct-2019
Female,50.232.1.138,withdraw,savings,137783.17,16-Oct-2019
Male,255.131.60.176,withdraw,checking,617385.19,04-Oct-2019
Female,176.100.247.170,withdraw,checking,750651.52,12-Oct-2019
Female,3.165.114.20,withdraw,savings,564453.09,13-Oct-2019
Female,34.41.170.233,deposit,savings,166607.6,28-Oct-2019
Female,105.150.146.66,withdraw,savings,325748.0,14-Oct-2019
Male,144.250.148.37,deposit,checking,492171.33,25-Oct-2019
Male,176.29.120.190,deposit,checking,196453.76,14-Oct-2019
Male,246.230.151.9,deposit,checking,762583.86,14-Oct-2019
Female,153.75.153.90,deposit,savings,82491.41,05-Oct-2019
Male,91.112.102.56,withdraw,savings,174817.04,07-Oct-2019
Female,223.43.218.50,deposit,checking,116770.25,26-Oct-2019
Male,42.65.112.205,withdraw,checking,746239.2,08-Oct-2019
Female,7.184.166.231,withdraw,savings,449263.63,25-Oct-2019
Male,145.243.88.70,deposit,savings,702001.07,21-Oct-2019
Female,89.90.100.28,deposit,savings,929526.67,28-Oct-2019
Male,32.213.51.194,withdraw,checking,912591.15,06-Oct-2019
Female,82.14.62.48,withdraw,checking,271645.04,18-Oct-2019
Male,157.243.43.27,deposit,checking,200785.75,23-Oct-2019
Female,22.152.170.136,deposit,checking,647659.82,21-Oct-2019
Male,253.119.228.144,withdraw,checking,863804.0,15-Oct-2019
Male,92.22.214.130,withdraw,checking,371451.6,04-Oct-2019
Female,105.78.158.224,deposit,savings,174257.74,05-Oct-2019
Female,221.243.95.149,withdraw,savings,402491.85,22-Oct-2019
Male,192.12.27.165,withdraw,checking,199986.09,15-Oct-2019
Male,243.212.88.122,deposit,savings,222902.02,25-Oct-2019
Female,222.245.169.77,deposit,savings,549472.26,08-Oct-2019
Male,81.203.198.203,deposit,savings,824212.12,25-Oct-2019
Female,162.55.92.210,withdraw,savings,532597.38,22-Oct-2019
Female,221.194.245.99,withdraw,checking,981212.23,08-Oct-2019
Male,149.177.13.101,deposit,checking,523605.2,18-Oct-2019
Female,150.139.209.103,withdraw,checking,410393.83,02-Oct-2019
Female,207.181.1.160,withdraw,savings,41968.32,04-Oct-2019
Male,190.227.189.1,deposit,checking,455270.92,15-Oct-2019
Female,224.100.215.175,withdraw,checking,312649.42,14-Oct-2019
Female,146.219.129.195,deposit,savings,72184.46,10-Oct-2019
Male,198.49.33.137,deposit,savings,446115.47,04-Oct-2019
Female,240.93.63.79,deposit,checking,978879.97,11-Oct-2019
Male,223.197.70.227,withdraw,checking,752636.2,01-Oct-2019
Male,212.221.138.88,withdraw,savings,780927.52,09-Oct-2019
Female,106.54.6.39,withdraw,checking,298244.63,04-Oct-2019
Female,87.65.255.69,withdraw,savings,242007.97,26-Oct-2019
Female,255.11.203.7,withdraw,savings,30780.81,02-Oct-2019
Female,86.80.177.140,withdraw,savings,694955.67,09-Oct-2019
Male,27.179.46.156,deposit,checking,751626.0,15-Oct-2019
Female,184.95.85.242,deposit,savings,449899.9,24-Oct-2019
Male,183.251.153.243,withdraw,savings,591107.49,14-Oct-2019
Female,5.5.177.223,withdraw,savings,186415.0,04-Oct-2019
Female,63.46.48.6,deposit,checking,857651.4,16-Oct-2019
Female,174.80.100.159,withdraw,savings,661218.85,02-Oct-2019
Female,144.126.245.181,deposit,checking,293752.22,07-Oct-2019
Male,204.83.245.123,deposit,checking,448727.37,18-Oct-2019
Male,31.30.54.222,deposit,savings,56593.42,03-Oct-2019
Female,213.7.160.245,withdraw,checking,797102.85,06-Oct-2019
Male,179.82.203.232,withdraw,checking,854326.66,05-Oct-2019
Male,113.117.116.84,deposit,checking,680664.19,21-Oct-2019
Male,196.110.209.151,withdraw,checking,225557.48,21-Oct-2019
Male,68.244.65.83,withdraw,savings,591201.87,26-Oct-2019
Male,115.25.221.55,withdraw,checking,803645.66,20-Oct-2019
Female,137.42.17.22,withdraw,checking,155529.25,21-Oct-2019
Female,174.89.0.240,deposit,savings,469986.33,15-Oct-2019
Male,91.176.248.143,withdraw,checking,821373.24,24-Oct-2019
Male,198.247.187.199,withdraw,checking,754159.74,07-Oct-2019
Male,27.110.184.98,deposit,checking,750069.72,25-Oct-2019
Male,26.199.150.11,deposit,savings,828292.9,03-Oct-2019
Female,241.170.39.128,deposit,savings,215801.33,17-Oct-2019
Female,156.217.97.175,withdraw,savings,344459.28,22-Oct-2019
Male,118.179.1.91,withdraw,savings,898614.0,04-Oct-2019
Female,126.224.191.115,withdraw,checking,578327.0,25-Oct-2019
Female,46.173.32.157,withdraw,savings,156092.6,16-Oct-2019
Male,79.174.23.203,withdraw,checking,374384.49,10-Oct-2019
Female,142.211.169.189,withdraw,checking,511592.7,05-Oct-2019
Male,68.71.156.240,withdraw,savings,986547.42,08-Oct-2019
Female,69.143.126.250,deposit,checking,181078.12,24-Oct-2019
Male,108.65.9.200,withdraw,checking,793890.36,04-Oct-2019
Male,207.245.233.140,withdraw,savings,814569.0,10-Oct-2019
Female,139.143.218.4,deposit,savings,135890.18,17-Oct-2019
Male,29.92.43.95,withdraw,savings,438596.54,05-Oct-2019
Male,60.241.50.214,withdraw,checking,323986.36,09-Oct-2019
Male,178.238.234.29,withdraw,savings,489439.28,19-Oct-2019
Female,149.6.98.70,withdraw,checking,923902.47,08-Oct-2019
Female,31.53.106.93,withdraw,checking,761225.83,17-Oct-2019
Male,252.85.188.102,withdraw,savings,191877.75,28-Oct-2019
Male,118.177.166.107,withdraw,checking,104085.23,02-Oct-2019
Male,109.250.19.221,withdraw,checking,578570.54,05-Oct-2019
Male,191.50.127.210,withdraw,checking,549460.44,07-Oct-2019
Male,29.186.144.144,withdraw,checking,162835.9,07-Oct-2019
Male,103.211.73.133,withdraw,savings,567614.97,13-Oct-2019
Male,162.21.176.103,withdraw,savings,291045.7,04-Oct-2019
Female,140.37.245.10,withdraw,checking,401181.92,11-Oct-2019
Female,193.196.105.254,withdraw,checking,816817.62,13-Oct-2019
Male,23.208.99.131,withdraw,savings,690038.61,25-Oct-2019
Male,250.97.93.48,deposit,savings,49974.47,15-Oct-2019
Male,173.113.123.111,withdraw,savings,814056.87,20-Oct-2019
Female,173.47.112.133,withdraw,savings,450793.53,21-Oct-2019
Female,215.3.129.20,withdraw,checking,922703.49,23-Oct-2019
Female,78.150.153.143,withdraw,checking,102498.47,28-Oct-2019
Female,91.209.72.21,withdraw,checking,411358.75,25-Oct-2019
Male,196.114.99.218,withdraw,savings,898999.87,12-Oct-2019
Male,200.255.167.229,deposit,checking,17766.78,13-Oct-2019
Male,37.154.26.179,deposit,checking,369188.9,19-Oct-2019
Male,116.148.63.61,withdraw,savings,876973.57,28-Oct-2019
Male,202.90.42.7,withdraw,checking,543309.76,05-Oct-2019
Male,35.131.73.52,withdraw,savings,350287.47,07-Oct-2019
Female,70.237.2.148,withdraw,checking,614334.63,19-Oct-2019
Male,227.30.239.21,deposit,checking,773048.23,19-Oct-2019
Female,60.245.32.73,deposit,checking,56190.28,12-Oct-2019
Female,2.218.40.17,deposit,checking,326501.38,11-Oct-2019
Female,25.187.185.113,withdraw,checking,506589.02,24-Oct-2019
Female,43.45.144.75,deposit,savings,236177.78,22-Oct-2019
Male,220.0.214.208,withdraw,checking,452333.11,13-Oct-2019
Male,117.50.179.229,withdraw,savings,65387.88,08-Oct-2019
Female,182.42.4.162,withdraw,savings,246787.58,17-Oct-2019
Male,30.133.204.20,withdraw,savings,910184.18,18-Oct-2019
Female,4.194.73.215,withdraw,checking,57556.9,06-Oct-2019
Female,246.18.164.124,withdraw,checking,123530.23,22-Oct-2019
Female,245.22.60.238,deposit,savings,84391.36,27-Oct-2019
Female,139.201.129.220,withdraw,savings,929510.41,07-Oct-2019
Male,145.89.155.143,withdraw,checking,583867.91,22-Oct-2019
Male,152.42.65.51,deposit,savings,610612.98,24-Oct-2019
Male,69.202.145.22,withdraw,checking,160019.98,14-Oct-2019
Female,109.236.75.82,withdraw,checking,370994.27,02-Oct-2019
Female,223.174.136.197,withdraw,savings,45746.24,12-Oct-2019
Male,110.132.112.83,withdraw,savings,587709.92,10-Oct-2019
Male,51.143.248.73,withdraw,checking,205086.46,23-Oct-2019
Female,234.133.42.237,withdraw,checking,618348.05,15-Oct-2019
Male,188.146.240.252,withdraw,savings,649481.13,03-Oct-2019
Male,150.154.229.231,withdraw,checking,758937.78,02-Oct-2019
Female,55.176.26.209,deposit,savings,984020.5,05-Oct-2019
Female,150.222.157.160,withdraw,savings,519238.32,02-Oct-2019
Male,126.171.164.133,withdraw,savings,569776.79,01-Oct-2019
Male,54.45.247.68,deposit,checking,403068.8,11-Oct-2019
Male,88.114.165.20,withdraw,savings,501445.8,23-Oct-2019
Female,6.219.15.22,deposit,savings,768945.8,05-Oct-2019
Female,36.167.215.112,withdraw,checking,219283.06,03-Oct-2019
Male,187.125.220.50,withdraw,checking,617292.59,24-Oct-2019
Male,202.81.241.174,deposit,savings,59488.71,27-Oct-2019
Male,5.137.157.217,withdraw,checking,374292.61,06-Oct-2019
Female,184.173.4.119,withdraw,savings,352877.18,02-Oct-2019
Male,63.189.21.13,withdraw,checking,268008.04,13-Oct-2019
Female,116.0.148.134,withdraw,checking,775297.58,09-Oct-2019
Male,143.97.217.246,withdraw,savings,226813.39,22-Oct-2019
Female,246.55.248.163,withdraw,savings,331730.55,19-Oct-2019
Male,131.169.198.63,deposit,checking,208580.51,11-Oct-2019
Male,155.92.142.225,deposit,savings,823682.87,26-Oct-2019
Female,100.66.240.160,deposit,checking,91754.39,06-Oct-2019
Female,206.32.160.66,deposit,savings,463881.21,15-Oct-2019
Male,145.175.138.219,deposit,savings,874395.7,02-Oct-2019
Male,145.214.195.136,withdraw,checking,469669.03,23-Oct-2019
Male,203.56.93.175,withdraw,checking,829283.01,28-Oct-2019
Male,168.86.248.180,deposit,checking,77929.93,21-Oct-2019
Male,254.116.233.58,withdraw,checking,397290.51,23-Oct-2019
Male,25.91.87.34,withdraw,checking,451234.95,01-Oct-2019
Female,230.235.49.251,withdraw,savings,65201.5,01-Oct-2019
Female,169.166.125.18,withdraw,savings,208292.67,05-Oct-2019
Female,147.222.25.187,withdraw,checking,780475.01,26-Oct-2019
Female,118.157.162.6,withdraw,savings,427287.87,14-Oct-2019
Male,2.113.155.14,withdraw,savings,265060.34,21-Oct-2019
Female,63.196.244.184,withdraw,checking,109283.14,20-Oct-2019
Male,145.228.16.70,deposit,checking,547202.59,12-Oct-2019
Female,119.116.96.232,withdraw,checking,562910.27,15-Oct-2019
Female,30.249.159.13,withdraw,savings,871247.21,19-Oct-2019
Female,240.108.222.178,deposit,checking,356297.55,05-Oct-2019
Female,110.217.183.117,withdraw,savings,214543.68,05-Oct-2019
Male,195.62.122.128,withdraw,checking,580102.89,05-Oct-2019
Male,82.248.57.155,withdraw,savings,276216.66,01-Oct-2019
Female,92.34.214.193,deposit,checking,327610.08,21-Oct-2019
Male,172.129.101.234,deposit,checking,915233.9,12-Oct-2019
Male,33.241.89.220,deposit,savings,234623.24,02-Oct-2019
Female,197.228.17.188,deposit,checking,650308.85,19-Oct-2019
Female,132.156.152.162,withdraw,savings,986263.0,06-Oct-2019
Male,63.117.181.85,withdraw,checking,80436.36,23-Oct-2019
Female,153.249.72.54,withdraw,checking,734745.26,16-Oct-2019
Female,172.74.242.214,withdraw,checking,640329.47,22-Oct-2019
Male,214.203.145.231,withdraw,savings,984724.73,22-Oct-2019
Female,20.150.119.67,withdraw,savings,981000.21,04-Oct-2019
Female,172.87.90.210,withdraw,savings,528963.0,07-Oct-2019
Male,187.10.202.35,withdraw,savings,960528.96,24-Oct-2019
Male,17.228.92.138,deposit,checking,156451.41,09-Oct-2019
Female,228.15.26.204,withdraw,checking,409275.42,06-Oct-2019
Male,245.186.239.163,withdraw,checking,282333.38,01-Oct-2019
Male,46.146.248.78,withdraw,checking,878867.13,24-Oct-2019
Male,67.127.235.63,deposit,savings,872240.66,16-Oct-2019
Female,214.137.207.42,withdraw,savings,451980.01,04-Oct-2019
Male,137.205.31.236,withdraw,checking,645502.81,02-Oct-2019
Male,130.33.132.39,deposit,checking,398012.22,02-Oct-2019
Female,42.237.207.167,withdraw,checking,311340.48,19-Oct-2019
Female,203.130.89.119,deposit,checking,829404.89,12-Oct-2019
Female,94.112.104.85,withdraw,checking,145450.32,11-Oct-2019
Male,28.8.3.174,withdraw,checking,261657.83,15-Oct-2019
Male,205.162.164.203,withdraw,savings,373725.83,03-Oct-2019
Female,155.195.183.220,withdraw,checking,990970.71,18-Oct-2019
Male,149.229.188.169,withdraw,checking,35739.12,01-Oct-2019
Female,148.226.69.67,withdraw,savings,757969.06,09-Oct-2019
Male,7.132.221.144,deposit,checking,320333.88,07-Oct-2019
Male,198.112.102.95,withdraw,checking,363031.41,26-Oct-2019
Female,233.118.101.81,withdraw,savings,879917.13,14-Oct-2019
Female,105.26.188.3,withdraw,savings,455461.69,16-Oct-2019
Male,177.206.200.0,deposit,checking,977966.23,01-Oct-2019
Male,228.43.44.95,deposit,savings,556687.42,16-Oct-2019
Female,75.179.225.141,withdraw,checking,320410.72,07-Oct-2019
Female,253.72.45.74,deposit,savings,19228.86,04-Oct-2019
Female,252.136.88.73,deposit,savings,468342.54,19-Oct-2019
Male,229.89.145.69,deposit,savings,537498.26,10-Oct-2019
Female,87.229.71.65,withdraw,savings,319784.99,28-Oct-2019
Female,61.25.117.227,withdraw,savings,700244.21,21-Oct-2019
Male,90.74.126.58,withdraw,checking,410613.77,28-Oct-2019
Female,133.12.216.122,withdraw,savings,738308.62,20-Oct-2019
Male,68.111.165.116,withdraw,checking,177797.63,19-Oct-2019
Male,197.213.122.64,withdraw,savings,859419.42,15-Oct-2019
Male,135.47.116.120,withdraw,checking,678820.34,04-Oct-2019
Female,202.105.179.49,withdraw,checking,593406.73,11-Oct-2019
Male,52.199.170.104,withdraw,savings,826807.24,14-Oct-2019
Female,179.162.92.86,withdraw,savings,520335.16,26-Oct-2019
Male,191.252.93.89,withdraw,savings,842582.64,17-Oct-2019
Male,180.111.216.63,deposit,checking,886413.83,27-Oct-2019
Female,170.15.3.24,withdraw,savings,214950.73,27-Oct-2019
Female,128.215.140.224,withdraw,savings,524759.6,22-Oct-2019
Male,195.31.82.213,withdraw,checking,584896.79,19-Oct-2019
Male,200.143.126.240,withdraw,checking,161214.64,13-Oct-2019
Female,124.231.212.185,deposit,savings,426401.27,19-Oct-2019
Male,86.50.67.204,withdraw,savings,433233.76,27-Oct-2019
Female,77.95.88.22,deposit,checking,290177.58,14-Oct-2019
Male,232.242.120.208,withdraw,savings,453399.41,13-Oct-2019
Male,239.43.60.111,deposit,checking,827532.23,02-Oct-2019
Male,166.27.43.229,withdraw,savings,109083.07,09-Oct-2019
Male,100.250.144.167,deposit,savings,405057.24,09-Oct-2019
Female,237.82.98.161,withdraw,checking,759207.19,23-Oct-2019
Male,55.172.128.218,withdraw,savings,626403.83,01-Oct-2019
Male,164.117.163.180,withdraw,checking,903913.78,16-Oct-2019
Female,229.168.158.117,withdraw,checking,214790.54,26-Oct-2019
Female,103.129.114.139,withdraw,savings,74279.91,23-Oct-2019
Female,148.145.52.221,deposit,checking,290637.42,03-Oct-2019
Male,63.67.241.29,withdraw,checking,997132.06,26-Oct-2019
Female,177.138.95.22,deposit,savings,264312.68,06-Oct-2019
Male,74.34.206.209,deposit,checking,749103.1,19-Oct-2019
Female,112.189.157.70,withdraw,savings,943970.33,18-Oct-2019
Female,228.203.13.238,deposit,savings,888472.57,12-Oct-2019
Female,192.102.213.34,withdraw,savings,192867.55,01-Oct-2019
Female,252.197.29.198,withdraw,checking,112230.43,22-Oct-2019
